timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1722583360408,459,HTTP Request,200,OK,Thread Group 1-27,text,true,,300,1026132,181,181,http://localhost:8000/upload/,457,0,1
1722583360385,640,HTTP Request,200,OK,Thread Group 1-3,text,true,,300,1026157,233,233,http://localhost:8000/upload/,640,0,24
1722583360386,920,HTTP Request,200,OK,Thread Group 1-1,text,true,,300,1026235,298,298,http://localhost:8000/upload/,920,0,24
1722583360385,922,HTTP Request,200,OK,Thread Group 1-11,text,true,,300,1026184,297,297,http://localhost:8000/upload/,922,0,25
1722583360396,920,HTTP Request,200,OK,Thread Group 1-24,text,true,,300,1026197,296,296,http://localhost:8000/upload/,920,0,14
1722583360389,928,HTTP Request,200,OK,Thread Group 1-22,text,true,,300,1026145,295,295,http://localhost:8000/upload/,928,0,21
1722583360402,918,HTTP Request,200,OK,Thread Group 1-26,text,true,,300,1026158,294,294,http://localhost:8000/upload/,918,0,8
1722583360407,914,HTTP Request,200,OK,Thread Group 1-28,text,true,,300,1026223,293,293,http://localhost:8000/upload/,914,0,3
1722583360413,978,HTTP Request,200,OK,Thread Group 1-30,text,true,,300,1026236,292,292,http://localhost:8000/upload/,978,0,2
1722583360385,1054,HTTP Request,200,OK,Thread Group 1-14,text,true,,300,1026145,291,291,http://localhost:8000/upload/,1054,0,25
1722583360385,1063,HTTP Request,200,OK,Thread Group 1-19,text,true,,300,1026197,290,290,http://localhost:8000/upload/,1063,0,25
1722583360386,1099,HTTP Request,200,OK,Thread Group 1-4,text,true,,300,1026131,289,289,http://localhost:8000/upload/,1099,0,24
1722583360386,1100,HTTP Request,200,OK,Thread Group 1-6,text,true,,300,1026183,288,288,http://localhost:8000/upload/,1100,0,23
1722583360385,1110,HTTP Request,200,OK,Thread Group 1-8,text,true,,300,1026196,287,287,http://localhost:8000/upload/,1110,0,25
1722583360424,1077,HTTP Request,200,OK,Thread Group 1-33,text,true,,300,1026197,286,286,http://localhost:8000/upload/,1076,0,5
1722583360422,1086,HTTP Request,200,OK,Thread Group 1-32,text,true,,300,1026223,285,285,http://localhost:8000/upload/,1086,0,1
1722583360386,1122,HTTP Request,200,OK,Thread Group 1-9,text,true,,300,1026157,284,284,http://localhost:8000/upload/,1122,0,24
1722583360386,1154,HTTP Request,200,OK,Thread Group 1-21,text,true,,300,1026249,283,283,http://localhost:8000/upload/,1154,0,23
1722583360385,1163,HTTP Request,200,OK,Thread Group 1-12,text,true,,300,1026184,282,282,http://localhost:8000/upload/,1163,0,25
1722583360386,1167,HTTP Request,200,OK,Thread Group 1-7,text,true,,300,1026196,281,281,http://localhost:8000/upload/,1167,0,24
1722583360386,1172,HTTP Request,200,OK,Thread Group 1-20,text,true,,300,1026132,280,280,http://localhost:8000/upload/,1172,0,23
1722583360402,1237,HTTP Request,200,OK,Thread Group 1-25,text,true,,300,1026197,279,279,http://localhost:8000/upload/,1237,0,8
1722583360386,1254,HTTP Request,200,OK,Thread Group 1-16,text,true,,300,1026210,279,279,http://localhost:8000/upload/,1254,0,23
1722583360393,1247,HTTP Request,200,OK,Thread Group 1-23,text,true,,300,1026158,277,277,http://localhost:8000/upload/,1247,0,17
1722583360385,1268,HTTP Request,200,OK,Thread Group 1-13,text,true,,302,1026249,276,276,http://localhost:8000/upload/,1268,0,25
1722583360385,1274,HTTP Request,200,OK,Thread Group 1-2,text,true,,302,1026222,275,275,http://localhost:8000/upload/,1274,0,25
