timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1722584353137,12504,HTTP Request,200,OK,Thread Group 1-124,text,true,,302,1026224,1500,1500,http://localhost:8000/upload/,12501,0,3
1722584353089,12844,HTTP Request,200,OK,Thread Group 1-14,text,true,,302,1026171,1499,1499,http://localhost:8000/upload/,12844,0,52
1722584353999,11935,HTTP Request,200,OK,Thread Group 1-984,text,true,,302,1026172,1499,1499,http://localhost:8000/upload/,11935,0,1
1722584353105,12895,HTTP Request,200,OK,Thread Group 1-86,text,true,,302,1026236,1497,1497,http://localhost:8000/upload/,12895,0,18
1722584353817,12184,HTTP Request,200,OK,Thread Group 1-796,text,true,,302,1026133,1496,1496,http://localhost:8000/upload/,12184,0,65
1722584353561,12456,HTTP Request,200,OK,Thread Group 1-548,text,true,,302,1026250,1495,1495,http://localhost:8000/upload/,12456,0,1
1722584353227,12848,HTTP Request,200,OK,Thread Group 1-203,text,true,,302,1026159,1494,1494,http://localhost:8000/upload/,12848,0,1
1722584354067,12008,HTTP Request,200,OK,Thread Group 1-1054,text,true,,302,1026134,1494,1494,http://localhost:8000/upload/,12008,0,0
1722584353687,12388,HTTP Request,200,OK,Thread Group 1-624,text,true,,302,1026237,1492,1492,http://localhost:8000/upload/,12388,0,0
1722584354300,11800,HTTP Request,200,OK,Thread Group 1-1286,text,true,,302,1026199,1491,1491,http://localhost:8000/upload/,11800,0,0
1722584353694,12407,HTTP Request,200,OK,Thread Group 1-680,text,true,,302,1026224,1491,1491,http://localhost:8000/upload/,12407,0,1
1722584354254,11976,HTTP Request,200,OK,Thread Group 1-1238,text,true,,302,1026251,1489,1489,http://localhost:8000/upload/,11976,0,0
1722584353181,13049,HTTP Request,200,OK,Thread Group 1-157,text,true,,302,1026211,1489,1489,http://localhost:8000/upload/,13049,0,11
1722584353915,12317,HTTP Request,200,OK,Thread Group 1-902,text,true,,302,1026198,1487,1487,http://localhost:8000/upload/,12317,0,0
1722584353438,12794,HTTP Request,200,OK,Thread Group 1-401,text,true,,302,1026211,1487,1487,http://localhost:8000/upload/,12794,0,1
1722584354337,11895,HTTP Request,200,OK,Thread Group 1-1323,text,true,,302,1026186,1487,1487,http://localhost:8000/upload/,11895,0,0
1722584353085,13147,HTTP Request,200,OK,Thread Group 1-45,text,true,,302,1026184,1487,1487,http://localhost:8000/upload/,13147,0,211
1722584353933,12301,HTTP Request,200,OK,Thread Group 1-920,text,true,,302,1026224,1483,1483,http://localhost:8000/upload/,12301,0,0
1722584353346,12913,HTTP Request,200,OK,Thread Group 1-322,text,true,,302,1026133,1482,1482,http://localhost:8000/upload/,12913,0,1
1722584354318,11941,HTTP Request,200,OK,Thread Group 1-1305,text,true,,302,1026251,1481,1481,http://localhost:8000/upload/,11941,0,0
1722584353527,12734,HTTP Request,200,OK,Thread Group 1-513,text,true,,302,1026250,1480,1480,http://localhost:8000/upload/,12734,0,0
1722584353816,12445,HTTP Request,200,OK,Thread Group 1-775,text,true,,302,1026237,1479,1479,http://localhost:8000/upload/,12445,0,67
1722584353809,12453,HTTP Request,200,OK,Thread Group 1-788,text,true,,302,1026185,1478,1478,http://localhost:8000/upload/,12453,0,77
1722584353086,13176,HTTP Request,200,OK,Thread Group 1-72,text,true,,302,1026171,1477,1477,http://localhost:8000/upload/,13176,0,157
1722584354168,12094,HTTP Request,200,OK,Thread Group 1-1153,text,true,,302,1026238,1476,1476,http://localhost:8000/upload/,12094,0,1
1722584354347,11916,HTTP Request,200,OK,Thread Group 1-1331,text,true,,302,1026199,1475,1475,http://localhost:8000/upload/,11916,0,0
1722584353693,12585,HTTP Request,200,OK,Thread Group 1-679,text,true,,302,1026250,1474,1474,http://localhost:8000/upload/,12585,0,4
1722584353260,13018,HTTP Request,200,OK,Thread Group 1-235,text,true,,302,1026211,1473,1473,http://localhost:8000/upload/,13018,0,4
1722584353698,12581,HTTP Request,200,OK,Thread Group 1-660,text,true,,302,1026263,1472,1472,http://localhost:8000/upload/,12581,0,1
1722584353625,12655,HTTP Request,200,OK,Thread Group 1-606,text,true,,302,1026133,1471,1471,http://localhost:8000/upload/,12655,0,3
1722584353092,13210,HTTP Request,200,OK,Thread Group 1-17,text,true,,302,1026158,1470,1470,http://localhost:8000/upload/,13210,0,43
1722584353240,13064,HTTP Request,200,OK,Thread Group 1-224,text,true,,302,1026237,1469,1469,http://localhost:8000/upload/,13063,0,0
1722584354445,11859,HTTP Request,200,OK,Thread Group 1-1432,text,true,,302,1026173,1468,1468,http://localhost:8000/upload/,11859,0,1
1722584353448,12857,HTTP Request,200,OK,Thread Group 1-431,text,true,,302,1026263,1467,1467,http://localhost:8000/upload/,12857,0,2
1722584353475,12830,HTTP Request,200,OK,Thread Group 1-458,text,true,,302,1026198,1467,1467,http://localhost:8000/upload/,12830,0,4
1722584353266,13040,HTTP Request,200,OK,Thread Group 1-236,text,true,,302,1026237,1465,1465,http://localhost:8000/upload/,13040,0,23
1722584353159,13175,HTTP Request,200,OK,Thread Group 1-132,text,true,,302,1026133,1464,1464,http://localhost:8000/upload/,13175,0,3
1722584354011,12323,HTTP Request,200,OK,Thread Group 1-988,text,true,,302,1026172,1464,1464,http://localhost:8000/upload/,12323,0,2
1722584353688,12647,HTTP Request,200,OK,Thread Group 1-621,text,true,,302,1026263,1462,1462,http://localhost:8000/upload/,12647,0,1
1722584354384,11952,HTTP Request,200,OK,Thread Group 1-1372,text,true,,302,1026264,1461,1461,http://localhost:8000/upload/,11952,0,3
1722584354110,12227,HTTP Request,200,OK,Thread Group 1-1096,text,true,,302,1026199,1461,1461,http://localhost:8000/upload/,12227,0,1
1722584354232,12105,HTTP Request,200,OK,Thread Group 1-1219,text,true,,302,1026212,1459,1459,http://localhost:8000/upload/,12105,0,1
1722584353122,13215,HTTP Request,200,OK,Thread Group 1-107,text,true,,302,1026133,1459,1459,http://localhost:8000/upload/,13215,0,1
1722584353412,12926,HTTP Request,200,OK,Thread Group 1-400,text,true,,302,1026172,1458,1458,http://localhost:8000/upload/,12926,0,0
1722584354021,12318,HTTP Request,200,OK,Thread Group 1-1005,text,true,,302,1026251,1456,1456,http://localhost:8000/upload/,12318,0,2
1722584353113,13253,HTTP Request,200,OK,Thread Group 1-97,text,true,,302,1026262,1455,1455,http://localhost:8000/upload/,13253,0,9
1722584353892,12475,HTTP Request,200,OK,Thread Group 1-878,text,true,,302,1026172,1454,1454,http://localhost:8000/upload/,12475,0,0
1722584353404,12964,HTTP Request,200,OK,Thread Group 1-392,text,true,,302,1026237,1453,1453,http://localhost:8000/upload/,12964,0,1
1722584353785,12583,HTTP Request,200,OK,Thread Group 1-762,text,true,,302,1026146,1452,1452,http://localhost:8000/upload/,12583,0,11
1722584354311,12058,HTTP Request,200,OK,Thread Group 1-1299,text,true,,302,1026160,1451,1451,http://localhost:8000/upload/,12058,0,1
1722584353452,12918,HTTP Request,200,OK,Thread Group 1-438,text,true,,302,1026250,1450,1450,http://localhost:8000/upload/,12918,0,1
1722584353882,12489,HTTP Request,200,OK,Thread Group 1-870,text,true,,302,1026237,1449,1449,http://localhost:8000/upload/,12488,0,0
1722584353134,13237,HTTP Request,200,OK,Thread Group 1-117,text,true,,302,1026263,1448,1448,http://localhost:8000/upload/,13237,0,2
1722584353228,13144,HTTP Request,200,OK,Thread Group 1-205,text,true,,302,1026159,1447,1447,http://localhost:8000/upload/,13144,0,4
1722584353633,12739,HTTP Request,200,OK,Thread Group 1-616,text,true,,302,1026159,1446,1446,http://localhost:8000/upload/,12739,0,4
1722584354276,12096,HTTP Request,200,OK,Thread Group 1-1247,text,true,,302,1026186,1445,1445,http://localhost:8000/upload/,12096,0,1
1722584353374,12999,HTTP Request,200,OK,Thread Group 1-362,text,true,,302,1026224,1444,1444,http://localhost:8000/upload/,12999,0,0
1722584353120,13253,HTTP Request,200,OK,Thread Group 1-104,text,true,,302,1026133,1443,1443,http://localhost:8000/upload/,13253,0,16
1722584354075,12299,HTTP Request,200,OK,Thread Group 1-1060,text,true,,302,1026147,1442,1442,http://localhost:8000/upload/,12299,0,0
1722584354064,12311,HTTP Request,200,OK,Thread Group 1-1048,text,true,,302,1026199,1441,1441,http://localhost:8000/upload/,12311,0,0
1722584354206,12170,HTTP Request,200,OK,Thread Group 1-1191,text,true,,302,1026160,1440,1440,http://localhost:8000/upload/,12170,0,0
1722584353723,12656,HTTP Request,200,OK,Thread Group 1-702,text,true,,302,1026146,1439,1439,http://localhost:8000/upload/,12656,0,2
1722584353615,12764,HTTP Request,200,OK,Thread Group 1-603,text,true,,302,1026172,1439,1439,http://localhost:8000/upload/,12764,0,1
1722584354443,11937,HTTP Request,200,OK,Thread Group 1-1429,text,true,,302,1026186,1437,1437,http://localhost:8000/upload/,11936,0,0
1722584353476,12947,HTTP Request,200,OK,Thread Group 1-460,text,true,,302,1026237,1436,1436,http://localhost:8000/upload/,12947,0,1
1722584353813,12612,HTTP Request,200,OK,Thread Group 1-785,text,true,,302,1026185,1435,1435,http://localhost:8000/upload/,12612,0,71
1722584353452,12974,HTTP Request,200,OK,Thread Group 1-439,text,true,,302,1026224,1434,1434,http://localhost:8000/upload/,12974,0,1
1722584354012,12415,HTTP Request,200,OK,Thread Group 1-998,text,true,,302,1026159,1433,1433,http://localhost:8000/upload/,12415,0,1
